day,month,year,hour,temp
1,1,2010,0,-2.0
1,1,2010,0,-2.0
1,1,2010,1,-2.0
1,1,2010,1,-2.0
1,1,2010,2,-2.0
1,1,2010,2,-2.0
1,1,2010,3,-2.0
1,1,2010,3,-2.0
1,1,2010,4,-2.0
1,1,2010,4,-2.0
1,1,2010,5,-2.49
1,1,2010,5,-2.49
1,1,2010,6,-2.0
1,1,2010,7,-2.0
1,1,2010,8,-2.0
1,1,2010,9,-2.0
1,1,2010,10,-2.0
1,1,2010,11,-1.0
1,1,2010,12,-1.0
1,1,2010,13,-1.0
1,1,2010,14,-1.0
1,1,2010,15,-1.0
1,1,2010,16,-1.0
1,1,2010,17,-1.49
1,1,2010,18,-1.49
1,1,2010,19,-1.49
1,1,2010,20,-1.49
1,1,2010,21,-1.49
1,1,2010,22,-1.49
1,1,2010,23,-1.49
2,1,2010,0,-2.0
2,1,2010,1,-2.0
2,1,2010,2,-2.0
2,1,2010,3,-2.0
2,1,2010,4,-2.0
2,1,2010,5,-2.0
2,1,2010,6,-2.0
2,1,2010,7,-2.0
2,1,2010,8,-2.0
2,1,2010,9,-2.0
2,1,2010,10,-1.49
2,1,2010,11,-1.0
2,1,2010,12,-1.0
2,1,2010,13,-1.0
2,1,2010,14,-1.0
2,1,2010,15,-1.49
2,1,2010,16,-1.0
2,1,2010,17,-2.0
2,1,2010,18,-2.0
2,1,2010,19,-2.51
2,1,2010,20,-3.0
2,1,2010,21,-3.51
2,1,2010,22,-4.0
2,1,2010,23,-4.0
3,1,2010,0,-4.0
3,1,2010,1,-4.0
3,1,2010,2,-4.0
3,1,2010,3,-4.0
3,1,2010,4,-4.0
3,1,2010,5,-4.0
3,1,2010,6,-3.49
3,1,2010,7,-3.49
3,1,2010,8,-3.49
3,1,2010,9,-3.49
3,1,2010,10,-4.0
3,1,2010,11,-4.0
3,1,2010,12,-3.49
3,1,2010,13,-3.49
3,1,2010,14,-4.0
3,1,2010,15,-4.0
3,1,2010,16,-5.0
3,1,2010,17,-5.0
3,1,2010,18,-5.0
3,1,2010,19,-6.0
3,1,2010,20,-6.0
3,1,2010,21,-6.0
3,1,2010,22,-6.0
3,1,2010,23,-6.49
4,1,2010,0,-7.0
4,1,2010,1,-6.49
4,1,2010,2,-6.49
4,1,2010,3,-6.49
4,1,2010,4,-6.49
4,1,2010,5,-6.49
4,1,2010,6,-6.98
4,1,2010,7,-6.49
4,1,2010,8,-7.49
4,1,2010,9,-7.49
4,1,2010,10,-7.0
4,1,2010,11,-7.0
4,1,2010,12,-7.0
4,1,2010,13,-6.49
4,1,2010,14,-6.0
4,1,2010,15,-6.0
4,1,2010,16,-5.0
4,1,2010,17,-5.0
4,1,2010,18,-5.51
4,1,2010,19,-5.51
4,1,2010,20,-5.0
4,1,2010,21,-5.49
4,1,2010,22,-5.49
4,1,2010,23,-5.49
5,1,2010,0,-5.49
5,1,2010,1,-5.49
5,1,2010,2,-5.49
5,1,2010,3,-5.49
5,1,2010,4,-5.49
5,1,2010,5,-5.49
5,1,2010,6,-5.49
5,1,2010,7,-5.49
5,1,2010,8,-5.49
5,1,2010,9,-5.49
5,1,2010,10,-5.49
5,1,2010,11,-5.49
5,1,2010,12,-5.49
5,1,2010,13,-4.98
5,1,2010,14,-4.98
5,1,2010,15,-5.0
5,1,2010,16,-5.0
5,1,2010,17,-6.49
5,1,2010,18,-5.98
5,1,2010,19,-6.98
5,1,2010,20,-7.48
5,1,2010,21,-7.98
5,1,2010,22,-7.98
5,1,2010,23,-8.97
6,1,2010,0,-9.48
6,1,2010,1,-9.97
6,1,2010,1,-9.97
6,1,2010,2,-9.98
6,1,2010,3,-9.49
6,1,2010,4,-9.0
6,1,2010,5,-8.49
6,1,2010,6,-8.49
6,1,2010,7,-8.49
6,1,2010,8,-8.0
6,1,2010,9,-7.49
6,1,2010,9,-7.49
6,1,2010,10,-7.49
6,1,2010,10,-7.49
6,1,2010,11,-7.0
6,1,2010,11,-7.0
6,1,2010,12,-6.49
6,1,2010,12,-6.49
6,1,2010,13,-6.49
6,1,2010,13,-6.49
6,1,2010,14,-6.49
6,1,2010,14,-6.49
6,1,2010,15,-6.49
6,1,2010,15,-6.49
6,1,2010,16,-6.0
6,1,2010,17,-6.0
6,1,2010,18,-6.49
6,1,2010,18,-6.49
6,1,2010,19,-6.0
6,1,2010,19,-6.0
6,1,2010,20,-6.0
6,1,2010,20,-6.0
6,1,2010,21,-7.0
6,1,2010,21,-7.0
6,1,2010,22,-6.51
6,1,2010,22,-6.51
6,1,2010,23,-7.0
6,1,2010,23,-7.0
7,1,2010,0,-7.0
7,1,2010,1,-7.0
7,1,2010,2,-7.0
7,1,2010,3,-7.0
7,1,2010,4,-7.0
7,1,2010,5,-7.51
7,1,2010,6,-7.51
7,1,2010,7,-7.51
7,1,2010,7,-7.51
7,1,2010,8,-7.51
7,1,2010,8,-7.51
7,1,2010,9,-8.0
7,1,2010,9,-8.0
7,1,2010,10,-7.0
7,1,2010,11,-7.0
7,1,2010,12,-6.49
7,1,2010,13,-6.0
7,1,2010,13,-6.0
7,1,2010,14,-5.49
7,1,2010,14,-5.49
7,1,2010,15,-5.0
7,1,2010,15,-5.0
7,1,2010,16,-4.49
7,1,2010,16,-4.49
7,1,2010,17,-4.49
7,1,2010,18,-4.49
7,1,2010,19,-4.49
7,1,2010,20,-4.49
7,1,2010,21,-4.49
7,1,2010,22,-5.49
7,1,2010,23,-6.0
8,1,2010,0,-5.49
8,1,2010,1,-6.49
8,1,2010,2,-6.98
8,1,2010,3,-9.48
8,1,2010,4,-10.48
8,1,2010,5,-10.49
8,1,2010,6,-10.49
8,1,2010,7,-11.49
8,1,2010,8,-11.0
8,1,2010,9,-11.0
8,1,2010,10,-8.48
8,1,2010,11,-6.49
8,1,2010,12,-5.0
8,1,2010,13,-4.0
8,1,2010,14,-4.0
8,1,2010,15,-4.0
8,1,2010,16,-4.0
8,1,2010,17,-4.49
8,1,2010,18,-4.49
8,1,2010,19,-4.49
8,1,2010,20,-4.49
8,1,2010,21,-4.49
8,1,2010,22,-4.0
8,1,2010,23,-3.49
9,1,2010,0,-3.49
9,1,2010,1,-3.0
9,1,2010,2,-3.0
9,1,2010,3,-3.0
9,1,2010,4,-2.49
9,1,2010,5,-2.49
9,1,2010,6,-2.0
9,1,2010,7,-2.51
9,1,2010,8,-2.0
9,1,2010,9,-2.49
9,1,2010,10,-2.0
9,1,2010,11,-2.0
9,1,2010,12,-2.0
9,1,2010,13,-2.49
9,1,2010,14,-2.48
9,1,2010,15,-2.49
9,1,2010,16,-3.0
9,1,2010,17,-3.0
9,1,2010,18,-3.0
9,1,2010,19,-3.0
9,1,2010,20,-3.0
9,1,2010,21,-3.0
9,1,2010,22,-3.0
9,1,2010,23,-3.0
10,1,2010,0,-3.0
10,1,2010,1,-2.49
10,1,2010,2,-2.49
10,1,2010,3,-3.0
10,1,2010,4,-3.0
10,1,2010,5,-3.0
10,1,2010,6,-3.0
10,1,2010,7,-3.0
10,1,2010,8,-3.49
10,1,2010,9,-3.49
10,1,2010,10,-4.0
10,1,2010,11,-3.49
10,1,2010,12,-3.49
10,1,2010,13,-3.49
10,1,2010,14,-3.49
10,1,2010,15,-3.49
10,1,2010,16,-3.49
10,1,2010,17,-4.0
10,1,2010,18,-4.49
10,1,2010,19,-4.0
10,1,2010,20,-4.48
10,1,2010,21,-4.49
10,1,2010,22,-4.49
10,1,2010,23,-5.0
11,1,2010,0,-4.49
11,1,2010,1,-4.49
11,1,2010,2,-5.0
11,1,2010,3,-4.49
11,1,2010,4,-4.49
11,1,2010,5,-4.49
11,1,2010,6,-5.0
11,1,2010,7,-4.49
11,1,2010,8,-4.49
11,1,2010,9,-4.49
11,1,2010,10,-4.0
11,1,2010,11,-4.0
11,1,2010,12,-3.49
11,1,2010,13,-3.49
11,1,2010,14,-3.0
11,1,2010,15,-3.0
11,1,2010,16,-3.0
11,1,2010,17,-3.49
11,1,2010,18,-3.49
11,1,2010,19,-3.49
11,1,2010,20,-3.49
11,1,2010,21,-3.49
11,1,2010,22,-3.49
11,1,2010,23,-3.49
12,1,2010,0,-3.49
12,1,2010,1,-3.49
12,1,2010,2,-3.49
12,1,2010,3,-3.98
12,1,2010,4,-4.49
12,1,2010,5,-4.49
12,1,2010,6,-3.98
12,1,2010,7,-4.49
12,1,2010,8,-4.49
12,1,2010,9,-3.98
12,1,2010,10,-3.49
12,1,2010,11,-3.49
12,1,2010,12,-3.49
12,1,2010,13,-3.0
12,1,2010,14,-3.0
12,1,2010,15,-3.0
12,1,2010,16,-3.0
12,1,2010,17,-3.0
12,1,2010,18,-3.0
12,1,2010,19,-3.0
12,1,2010,20,-3.0
12,1,2010,21,-3.0
12,1,2010,22,-3.0
12,1,2010,23,-3.0
13,1,2010,0,-3.0
13,1,2010,1,-3.49
13,1,2010,2,-3.49
13,1,2010,3,-3.49
13,1,2010,4,-3.49
13,1,2010,5,-3.49
13,1,2010,6,-3.49
13,1,2010,7,-3.49
13,1,2010,8,-3.0
13,1,2010,9,-3.0
13,1,2010,10,-3.0
13,1,2010,11,-3.0
13,1,2010,12,-2.0
13,1,2010,13,-2.0
13,1,2010,14,-2.0
13,1,2010,15,-2.0
13,1,2010,16,-1.49
13,1,2010,17,-2.0
13,1,2010,18,-2.0
13,1,2010,19,-2.0
13,1,2010,20,-2.0
13,1,2010,21,-2.0
13,1,2010,22,-2.0
13,1,2010,23,-2.0
14,1,2010,0,-2.0
14,1,2010,1,-2.0
14,1,2010,2,-2.0
14,1,2010,3,-2.0
14,1,2010,4,-2.0
14,1,2010,5,-2.0
14,1,2010,6,-2.0
14,1,2010,7,-2.0
14,1,2010,8,-2.0
14,1,2010,9,-2.0
14,1,2010,10,-2.0
14,1,2010,11,-2.0
14,1,2010,12,-2.0
14,1,2010,13,-2.51
14,1,2010,14,-2.51
14,1,2010,15,-2.51
14,1,2010,16,-3.51
14,1,2010,17,-3.51
14,1,2010,18,-3.51
14,1,2010,19,-3.51
14,1,2010,20,-3.51
14,1,2010,21,-3.51
14,1,2010,22,-3.51
14,1,2010,23,-4.0
15,1,2010,0,-5.0
15,1,2010,1,-5.0
15,1,2010,2,-5.0
15,1,2010,3,-5.0
15,1,2010,4,-5.0
15,1,2010,5,-4.49
15,1,2010,6,-4.0
15,1,2010,7,-4.0
15,1,2010,8,-4.0
15,1,2010,9,-4.0
15,1,2010,10,-3.0
15,1,2010,11,-3.0
15,1,2010,12,-3.0
15,1,2010,13,-2.0
15,1,2010,14,-2.0
15,1,2010,15,-2.0
15,1,2010,16,-2.0
15,1,2010,17,-2.0
15,1,2010,18,-2.0
15,1,2010,19,-2.49
15,1,2010,20,-2.49
15,1,2010,21,-2.49
15,1,2010,22,-2.0
15,1,2010,23,-2.0
16,1,2010,0,-2.0
16,1,2010,1,-2.0
16,1,2010,2,-2.0
16,1,2010,3,-2.0
16,1,2010,4,-2.49
16,1,2010,5,-2.49
16,1,2010,6,-2.49
16,1,2010,7,-2.49
16,1,2010,8,-2.49
16,1,2010,9,-3.0
16,1,2010,10,-3.0
16,1,2010,11,-2.49
16,1,2010,12,-2.0
16,1,2010,13,-2.0
16,1,2010,14,-2.0
16,1,2010,15,-2.0
16,1,2010,16,-2.0
16,1,2010,17,-3.0
16,1,2010,18,-3.0
16,1,2010,19,-3.0
16,1,2010,20,-3.0
16,1,2010,21,-3.0
16,1,2010,22,-3.0
16,1,2010,23,-3.0
17,1,2010,0,-3.49
17,1,2010,1,-3.98
17,1,2010,2,-3.98
17,1,2010,3,-4.49
17,1,2010,4,-3.49
17,1,2010,5,-3.49
17,1,2010,6,-3.0
17,1,2010,7,-3.0
17,1,2010,8,-3.0
17,1,2010,9,-2.49
17,1,2010,10,-2.0
17,1,2010,11,-2.0
17,1,2010,12,-1.49
17,1,2010,13,-1.0
17,1,2010,14,-1.0
17,1,2010,15,-1.0
17,1,2010,16,-1.0
17,1,2010,17,-1.0
17,1,2010,18,0.0
17,1,2010,19,0.0
17,1,2010,20,0.49
17,1,2010,21,0.49
17,1,2010,22,1.0
17,1,2010,22,1.0
17,1,2010,22,1.0
17,1,2010,23,0.49
17,1,2010,23,0.49
18,1,2010,0,1.0
18,1,2010,0,1.0
18,1,2010,1,0.0
18,1,2010,1,0.0
18,1,2010,2,0.49
18,1,2010,2,0.49
18,1,2010,3,0.49
18,1,2010,4,0.0
18,1,2010,5,0.0
18,1,2010,6,0.0
18,1,2010,7,0.0
18,1,2010,8,0.0
18,1,2010,9,0.0
18,1,2010,10,-0.51
18,1,2010,11,0.0
18,1,2010,12,0.0
18,1,2010,13,0.49
18,1,2010,14,0.49
18,1,2010,15,0.49
18,1,2010,16,0.0
18,1,2010,17,0.0
18,1,2010,18,-0.51
18,1,2010,19,-0.51
18,1,2010,20,-2.02
18,1,2010,21,-2.51
18,1,2010,21,-2.51
18,1,2010,22,-1.51
18,1,2010,23,-1.0
19,1,2010,0,-1.0
19,1,2010,1,-0.49
19,1,2010,2,0.0
19,1,2010,2,0.0
19,1,2010,3,0.0
19,1,2010,3,0.0
19,1,2010,4,0.0
19,1,2010,4,0.0
19,1,2010,5,0.51
19,1,2010,5,0.51
19,1,2010,6,0.51
19,1,2010,6,0.51
19,1,2010,7,0.51
19,1,2010,7,0.51
19,1,2010,7,0.51
19,1,2010,8,1.0
19,1,2010,8,1.0
19,1,2010,8,1.0
19,1,2010,9,1.0
19,1,2010,9,1.0
19,1,2010,10,1.0
19,1,2010,10,1.0
19,1,2010,11,1.0
19,1,2010,12,1.0
19,1,2010,13,1.0
19,1,2010,14,1.0
19,1,2010,15,1.0
19,1,2010,16,1.0
19,1,2010,17,1.0
19,1,2010,18,1.0
19,1,2010,19,1.0
19,1,2010,20,1.0
19,1,2010,20,1.0
19,1,2010,20,1.0
19,1,2010,21,0.51
19,1,2010,22,0.51
19,1,2010,22,0.51
19,1,2010,23,0.51
19,1,2010,23,0.51
20,1,2010,0,0.0
20,1,2010,0,0.0
20,1,2010,1,0.0
20,1,2010,1,0.0
20,1,2010,2,0.0
20,1,2010,2,0.0
20,1,2010,3,0.0
20,1,2010,3,0.0
20,1,2010,4,0.0
20,1,2010,4,0.0
20,1,2010,5,0.0
20,1,2010,5,0.0
20,1,2010,6,-1.0
20,1,2010,6,-1.0
20,1,2010,7,-1.51
20,1,2010,7,-1.51
20,1,2010,8,-2.0
20,1,2010,9,-2.0
20,1,2010,10,-2.0
20,1,2010,11,-2.0
20,1,2010,12,-2.0
20,1,2010,13,-3.0
20,1,2010,14,-3.0
20,1,2010,15,-3.0
20,1,2010,16,-4.0
20,1,2010,17,-5.0
20,1,2010,18,-6.0
20,1,2010,19,-7.0
20,1,2010,20,-7.0
20,1,2010,21,-7.0
20,1,2010,22,-7.0
20,1,2010,23,-7.0
21,1,2010,0,-7.0
21,1,2010,1,-7.49
21,1,2010,2,-8.49
21,1,2010,3,-9.49
21,1,2010,4,-9.0
21,1,2010,5,-8.49
21,1,2010,6,-8.51
21,1,2010,7,-8.0
21,1,2010,8,-8.0
21,1,2010,9,-7.0
21,1,2010,10,-7.51
21,1,2010,11,-7.0
21,1,2010,12,-7.51
21,1,2010,13,-7.0
21,1,2010,14,-6.51
21,1,2010,15,-7.0
21,1,2010,16,-7.0
21,1,2010,16,-7.0
21,1,2010,17,-7.0
21,1,2010,18,-7.0
21,1,2010,19,-7.0
21,1,2010,20,-7.0
21,1,2010,21,-7.0
21,1,2010,22,-7.0
21,1,2010,23,-7.0
22,1,2010,0,-7.0
22,1,2010,1,-7.0
22,1,2010,2,-7.0
