day,month,year,hour,temp
1,1,1990,0,-0.66
1,1,1990,1,-0.72
1,1,1990,2,-0.68
1,1,1990,3,-0.81
1,1,1990,4,-0.97
1,1,1990,5,-1.26
1,1,1990,6,-1.85
1,1,1990,7,-1.77
1,1,1990,8,-1.72
1,1,1990,9,-1.8
1,1,1990,10,-1.9
1,1,1990,11,-1.79
1,1,1990,12,-1.84
1,1,1990,13,-1.95
1,1,1990,14,-1.87
1,1,1990,15,-1.95
1,1,1990,16,-2.0
1,1,1990,17,-2.1
1,1,1990,18,-2.12
1,1,1990,19,-2.12
1,1,1990,20,-1.98
1,1,1990,21,-1.94
1,1,1990,22,-1.97
1,1,1990,23,-1.91
2,1,1990,0,-1.79
2,1,1990,1,-1.75
2,1,1990,2,-1.88
2,1,1990,3,-1.96
2,1,1990,4,-1.92
2,1,1990,5,-1.99
2,1,1990,6,-2.05
2,1,1990,7,-1.87
2,1,1990,8,-1.9
2,1,1990,9,-2.01
2,1,1990,10,-1.87
2,1,1990,11,-1.94
2,1,1990,12,-1.48
2,1,1990,13,-1.32
2,1,1990,14,-1.26
2,1,1990,15,-1.2
2,1,1990,16,-1.22
2,1,1990,17,-1.23
2,1,1990,18,-1.25
2,1,1990,19,-1.2
2,1,1990,20,-1.25
2,1,1990,21,-1.28
2,1,1990,22,-1.32
2,1,1990,23,-1.6
3,1,1990,0,-1.61
3,1,1990,1,-1.52
3,1,1990,2,-1.63
3,1,1990,3,-1.55
3,1,1990,4,-1.47
3,1,1990,5,-1.4
3,1,1990,6,-1.19
3,1,1990,7,-1.07
3,1,1990,8,-1.07
3,1,1990,9,-1.17
3,1,1990,10,-0.37
3,1,1990,11,-0.23
3,1,1990,12,0.03
3,1,1990,13,0.35
3,1,1990,14,0.65
3,1,1990,15,0.61
3,1,1990,16,0.25
3,1,1990,17,-0.05
3,1,1990,18,-0.21
3,1,1990,19,-0.12
3,1,1990,20,-0.35
3,1,1990,21,-0.57
3,1,1990,22,-0.65
3,1,1990,23,-0.83
4,1,1990,0,-0.92
4,1,1990,1,-0.8
4,1,1990,2,-1.09
4,1,1990,3,-1.2
4,1,1990,4,-1.22
4,1,1990,5,-1.26
4,1,1990,6,-1.14
4,1,1990,7,-1.15
4,1,1990,8,-1.22
4,1,1990,9,-1.26
4,1,1990,10,-1.35
4,1,1990,11,-1.02
4,1,1990,12,-0.4
4,1,1990,13,-0.35
4,1,1990,14,-0.23
4,1,1990,15,-0.32
4,1,1990,16,-0.82
4,1,1990,17,-1.44
4,1,1990,18,-1.7
4,1,1990,19,-1.6
4,1,1990,20,-1.68
4,1,1990,21,-1.63
4,1,1990,22,-1.82
4,1,1990,23,-2.06
5,1,1990,0,-1.89
5,1,1990,1,-2.05
5,1,1990,2,-2.29
5,1,1990,3,-1.52
5,1,1990,4,-1.2
5,1,1990,5,-1.16
5,1,1990,6,-1.14
5,1,1990,7,-1.47
5,1,1990,8,-1.47
5,1,1990,9,-1.28
5,1,1990,10,-1.0
5,1,1990,11,-0.99
5,1,1990,12,-0.39
5,1,1990,13,-0.2
5,1,1990,14,-0.14
5,1,1990,15,0.18
5,1,1990,16,0.2
5,1,1990,17,0.11
5,1,1990,18,0.34
5,1,1990,19,0.25
5,1,1990,20,0.39
5,1,1990,21,0.42
5,1,1990,22,0.38
5,1,1990,23,0.39
6,1,1990,0,0.32
6,1,1990,1,0.25
6,1,1990,2,0.29
6,1,1990,3,0.25
6,1,1990,4,0.15
6,1,1990,5,0.19
6,1,1990,6,0.08
6,1,1990,7,-0.05
6,1,1990,8,-0.1
6,1,1990,9,0.01
6,1,1990,10,-0.1
6,1,1990,11,0.12
6,1,1990,12,0.34
6,1,1990,13,0.49
6,1,1990,14,0.56
6,1,1990,15,0.7
6,1,1990,16,0.53
6,1,1990,17,-0.06
6,1,1990,18,-1.35
6,1,1990,19,-1.71
6,1,1990,20,-2.09
6,1,1990,21,-2.74
6,1,1990,22,-3.31
6,1,1990,23,-3.45
7,1,1990,0,-4.21
7,1,1990,1,-4.75
7,1,1990,2,-5.35
7,1,1990,3,-5.15
7,1,1990,4,-6.16
7,1,1990,5,-6.28
7,1,1990,6,-5.85
7,1,1990,7,-5.82
7,1,1990,8,-6.21
7,1,1990,9,-6.01
7,1,1990,10,-5.4
7,1,1990,11,-5.02
7,1,1990,12,-2.93
7,1,1990,13,-3.0
7,1,1990,14,-2.47
7,1,1990,15,-2.03
7,1,1990,16,-2.02
7,1,1990,17,-2.76
7,1,1990,18,-3.07
7,1,1990,19,-2.94
7,1,1990,20,-3.18
7,1,1990,21,-3.64
7,1,1990,22,-4.22
7,1,1990,23,-4.04
8,1,1990,0,-3.58
8,1,1990,1,-3.14
8,1,1990,2,-2.78
8,1,1990,3,-2.4
8,1,1990,4,-2.42
8,1,1990,5,-2.57
8,1,1990,6,-2.57
8,1,1990,7,-2.4
8,1,1990,8,-2.32
8,1,1990,9,-2.31
8,1,1990,10,-2.02
8,1,1990,11,-1.69
8,1,1990,12,-0.87
8,1,1990,13,-0.47
8,1,1990,14,0.05
8,1,1990,15,0.6
8,1,1990,16,0.85
8,1,1990,17,0.52
