day,month,year,hour,humidity
1,1,2010,0,92
1,1,2010,0,92
1,1,2010,1,92
1,1,2010,1,92
1,1,2010,2,92
1,1,2010,2,92
1,1,2010,3,92
1,1,2010,3,92
1,1,2010,4,92
1,1,2010,4,92
1,1,2010,5,86
1,1,2010,5,86
1,1,2010,6,86
1,1,2010,7,86
1,1,2010,8,86
1,1,2010,9,86
1,1,2010,10,86
1,1,2010,11,80
1,1,2010,12,74
1,1,2010,13,74
1,1,2010,14,74
1,1,2010,15,80
1,1,2010,16,80
1,1,2010,17,74
1,1,2010,18,74
1,1,2010,19,74
1,1,2010,20,74
1,1,2010,21,74
1,1,2010,22,74
1,1,2010,23,74
2,1,2010,0,79
2,1,2010,1,79
2,1,2010,2,79
2,1,2010,3,79
2,1,2010,4,92
2,1,2010,5,100
2,1,2010,6,100
2,1,2010,7,92
2,1,2010,8,100
2,1,2010,9,100
2,1,2010,10,92
2,1,2010,11,92
2,1,2010,12,92
2,1,2010,13,92
2,1,2010,14,92
2,1,2010,15,92
2,1,2010,16,86
2,1,2010,17,92
2,1,2010,18,92
2,1,2010,19,92
2,1,2010,20,92
2,1,2010,21,92
2,1,2010,22,92
2,1,2010,23,92
3,1,2010,0,92
3,1,2010,1,92
3,1,2010,2,92
3,1,2010,3,92
3,1,2010,4,92
3,1,2010,5,92
3,1,2010,6,92
3,1,2010,7,86
3,1,2010,8,86
3,1,2010,9,86
3,1,2010,10,92
3,1,2010,11,85
3,1,2010,12,79
3,1,2010,13,79
3,1,2010,14,85
3,1,2010,15,85
3,1,2010,16,92
3,1,2010,17,92
3,1,2010,18,92
3,1,2010,19,100
3,1,2010,20,100
3,1,2010,21,100
3,1,2010,22,100
3,1,2010,23,92
4,1,2010,0,100
4,1,2010,1,100
4,1,2010,2,92
4,1,2010,3,92
4,1,2010,4,92
4,1,2010,5,92
4,1,2010,6,92
4,1,2010,7,92
4,1,2010,8,92
4,1,2010,9,92
4,1,2010,10,92
4,1,2010,11,92
4,1,2010,12,92
4,1,2010,13,85
4,1,2010,14,85
4,1,2010,15,85
4,1,2010,16,85
4,1,2010,17,85
4,1,2010,18,85
4,1,2010,19,85
4,1,2010,20,79
4,1,2010,21,85
4,1,2010,22,85
4,1,2010,23,85
5,1,2010,0,85
5,1,2010,1,79
5,1,2010,2,79
5,1,2010,3,79
5,1,2010,4,79
5,1,2010,5,85
5,1,2010,6,85
5,1,2010,7,85
5,1,2010,8,85
5,1,2010,9,85
5,1,2010,10,85
5,1,2010,11,85
5,1,2010,12,79
5,1,2010,13,73
5,1,2010,14,73
5,1,2010,15,73
5,1,2010,16,73
5,1,2010,17,85
5,1,2010,18,79
5,1,2010,19,85
5,1,2010,20,85
5,1,2010,21,92
5,1,2010,22,92
5,1,2010,23,92
6,1,2010,0,92
6,1,2010,1,92
6,1,2010,1,92
6,1,2010,2,92
6,1,2010,3,92
6,1,2010,4,92
6,1,2010,5,85
6,1,2010,6,85
6,1,2010,7,92
6,1,2010,8,92
6,1,2010,9,85
6,1,2010,9,85
6,1,2010,10,92
6,1,2010,10,92
6,1,2010,11,92
6,1,2010,11,92
6,1,2010,12,85
6,1,2010,12,85
6,1,2010,13,85
6,1,2010,13,85
6,1,2010,14,92
6,1,2010,14,92
6,1,2010,15,92
6,1,2010,15,92
6,1,2010,16,92
6,1,2010,17,92
6,1,2010,18,92
6,1,2010,18,92
6,1,2010,19,92
6,1,2010,19,92
6,1,2010,20,85
6,1,2010,20,85
6,1,2010,21,92
6,1,2010,21,92
6,1,2010,22,92
6,1,2010,22,92
6,1,2010,23,92
6,1,2010,23,92
7,1,2010,0,85
7,1,2010,1,92
7,1,2010,2,92
7,1,2010,3,92
7,1,2010,4,85
